,Institution,Subject,Degree_type_and_admission_semester,Accept_or_reject,Method_of_communication,Date,GPA,GRE_Verbal,GRE_Quantitative,GRE_Writing,GRE_Subject,Student_classification,Date_posted,Comments,American,Papers,Research,Decision
811,Colorado State University (CSU),"""Physics""",PhD (F18),Rejected, Phone,1 Mar 2018,2.94,162.0,161.0,4.0,790.0,A,2 Mar 2018,Wanted to provide some information to those awaiting responses from Colorado State University. I decided to call today to inquire about my admission status and was told that an initial group has been selected for a visit and I had not been admitted due to a low GPA. Note: In this case my low GPA was not offset by high GRE scores and strong LOR. The graduate advisor had indicated most decisions for the PhD program had been made though several spots remain available.,1,0.0,0.0,0
812,Brown University,Physics,PhD (F18),Rejected, E-mail,1 Mar 2018,3.94,164.0,167.0,4.5,880.0,A,1 Mar 2018,"Undergraduate Research Thesis in Nuc-Th, No Publications, 2 years research in HEP, 2 years in Nuc-Th: kind of surprised, but I've already gotten into my dream school.",1,1.0,1.0,0
814,Brown Univerisity,"""Physics""",PhD (F18),Rejected, E-mail,1 Mar 2018,3.65,151.0,166.0,3.0,700.0,A,1 Mar 2018,Had a very practical reason for the low PGRE score. THE PGRE is the only thing they cared about. 3.75 PGPA and 1 publication and 1 in the working. A national conference.,1,1.0,0.0,0
815,Brown University,"""Physics""",PhD (F18),Rejected, E-mail,1 Mar 2018,3.47,157.0,166.0,4.0,860.0,U,1 Mar 2018,Was asked if I'd like to be considered for Masters program.,0,0.0,0.0,0
816,Drexel  University,"""Physics""",PhD (F18),Wait listed, E-mail,1 Mar 2018,3.34,151.0,161.0,4.5,600.0,A,1 Mar 2018,"3 yr research experience, 0 pub, strong LoR",1,1.0,1.0,0
817,"(University Of California, Los Angeles (UCLA)","""Physics""",PhD (F18),Rejected, Website,1 Mar 2018,3.67,163.0,162.0,4.5,690.0,A,1 Mar 2018,"Disappointed.. Email to check website, 2 years experimental research, no publications",1,0.0,1.0,0
821,City University Of New York Graduate Center,"""Physics""",PhD (F18),Accepted, Website,1 Mar 2018,3.91,155.0,169.0,3.5,970.0,I,1 Mar 2018,,0,0.0,0.0,1
822,City University Of New York Graduate Center,Physics,PhD (F18),Accepted, Website,1 Mar 2018,3.91,155.0,169.0,3.5,970.0,I,1 Mar 2018,,0,0.0,0.0,1
823,Stanford,"""Physics""",PhD (F18),Accepted, E-mail,22 Feb 2018,3.92,162.0,165.0,4.5,730.0,A,1 Mar 2018,Open house March 13-14th... I'm so excited!!,1,0.0,0.0,1
824,Columbia Graduate School Of Arts And Sciences,"""Physics"" Hep-th",PhD (F18),Rejected, Website,1 Mar 2018,3.04,154.0,168.0,4.0,940.0,I,1 Mar 2018,"M.S. - 3.60, 1 publication in PRE- Rapid Communication",0,1.0,0.0,0
827,Columbia,Physics,PhD (F18),Rejected, Website,28 Feb 2018,3.95,156.0,168.0,4.0,900.0,I,28 Feb 2018,email to check website,0,0.0,0.0,0
828,Columbia,"""Physics"" Hep-th",PhD (F18),Rejected, Website,28 Feb 2018,3.36,162.0,168.0,4.5,950.0,I,28 Feb 2018,"Yet another rejection. Seems like not going to get an admit for second year in a row. Was seriously hoping/wanting to get into this one :'(.
Seems like I should have given a thought to some back up options.",0,0.0,0.0,0
829,Columbia,"""Physics""",PhD (F18),Rejected, E-mail,28 Feb 2018,3.9,159.0,170.0,5.0,930.0,A,28 Feb 2018,"Eyyyy 6 for 6. Looks like my best bet is to give Cambridge like $70,000 to do Part III",1,0.0,0.0,0
831,The University Of Arizona,Physics,PhD (F18),Accepted, E-mail,18 Jan 2018,3.86,163.0,151.0,3.5,770.0,U,28 Feb 2018,,0,0.0,0.0,1
832,University Of New Mexico (UNM),Physics,PhD (F18),Accepted, E-mail,25 Jan 2018,3.86,163.0,151.0,3.5,770.0,U,28 Feb 2018,,0,0.0,0.0,1
833,Colorado School Of Mines (CSM),Physics,PhD (F18),Accepted, Other,28 Feb 2018,3.86,163.0,151.0,3.5,770.0,U,28 Feb 2018,Email to check website. I am a continuing student. Have done my BS here and am now working on my MS... both in Physics,0,0.0,0.0,1
834,(CUNY) Graduate Center,Physics,PhD (F18),Accepted, Website,28 Feb 2018,3.78,160.0,164.0,4.5,610.0,A,28 Feb 2018,"Email to check status on website. Scholarship of annual $30k stipend. Applied with research interest in material sciences. I had an interview about a week ago, and before that was notified of being on a shortlist.",1,0.0,1.0,1
835,Stanford,Applied Physics,PhD (F18),Rejected, E-mail,27 Feb 2018,3.96,164.0,165.0,4.5,810.0,A,28 Feb 2018,"Lol two emails just minutes apart, the savagery. Relieved to have finally heard, the weird wait compared to previous years was killer.",1,0.0,0.0,0
836,Case West Reserve University (CWRU),Physics,PhD (F18),Interview, E-mail,24 Feb 2018,3.08,149.0,170.0,3.0,990.0,I,28 Feb 2018,,0,0.0,0.0,0
838,Drexel,"""Physics""",PhD (F18),Wait listed, Website,28 Feb 2018,3.71,161.0,161.0,4.5,720.0,A,28 Feb 2018,,1,0.0,0.0,0
843,UCSB,Physics,PhD (F18),Rejected, E-mail,28 Feb 2018,3.6,169.0,168.0,5.0,990.0,A,28 Feb 2018,"CMT. 4 years research. One arxiv CMT, one submitted biophysics. :( Was my top choice, but I am fortunate to have some other very good options I was accepted to.",1,0.0,1.0,0
844,"California, Santa Barbara (UCSB)","""Physics""",PhD (F18),Rejected, E-mail,28 Feb 2018,3.85,163.0,162.0,5.0,970.0,A,28 Feb 2018,CMT. I didn't want to be running around in the flames anyway!,1,0.0,0.0,0
845,Santa Barbara (UCSB),"""Physics""",PhD (F18),Rejected, E-mail,28 Feb 2018,3.7,168.0,163.0,3.5,860.0,A,28 Feb 2018,Email to check site.,1,0.0,0.0,0
846,The University Of California - Santa Barbara (UCSB),Physics,PhD (F18),Rejected, E-mail,27 Feb 2018,3.65,170.0,168.0,5.0,810.0,A,28 Feb 2018,"CMT/quantum information.  3 years undergrad research, 3 strong LoR.  At this point knew it was coming.  RIP.",1,0.0,1.0,0
847,Stanford University,Applied Physics,PhD (F18),Rejected, E-mail,27 Feb 2018,3.67,163.0,162.0,4.5,690.0,A,28 Feb 2018,"just got the ""other letter"". It was a reach, 2 years research, no publications, biophysics experiment",1,0.0,1.0,0
848,Ohio State University (OSU),Physics,PhD (F18),Accepted, E-mail,26 Feb 2018,3.08,149.0,170.0,3.0,990.0,I,27 Feb 2018,So excited about my first admission!! OSU is my top choice!! For those who have (crazy) low undergraduate GPA: keep going on with your best and don't give up!! [One 1st author paper to be published; (Probably) 1 strong LOR; With external funding; Multiple presentation experiences on conferences; Multiple working experiences],0,1.0,0.0,1
851,Southern Methodist University ( SMU ),"""Physics"" Hep-th",PhD (F18),Accepted, E-mail,27 Feb 2018,2.72,160.0,167.0,3.0,730.0,U,27 Feb 2018,"First acceptance, finally getting into somewhere.",0,0.0,0.0,1
852,University Of California Los Angeles (UCLA),Physics,PhD (F18),Accepted, E-mail,27 Feb 2018,4.0,167.0,170.0,4.5,990.0,I,27 Feb 2018,"Condensed Matter Theory/Experiment. Awarded a physics division fellowship along with TA that gives a total yearly income of $32,000 for the year.",0,0.0,0.0,1
853,Ohio State (OSU),"""Physics""",PhD (F18),Accepted, E-mail,26 Feb 2018,3.45,170.0,155.0,3.5,960.0,I,27 Feb 2018,"Didn't expect this at all. Literally a bomber. 3 yrs experience in cosmology, 1 paper in prep, Mphil degree.",0,1.0,0.0,1
854,UC Riverside (UCR),Physics And Astronomy,PhD (F18),Accepted, E-mail,19 Feb 2018,3.45,170.0,155.0,3.5,960.0,I,27 Feb 2018,"Cosmology. Preliminary offer. It seems that they are growing these years, recruiting young faculties.",0,0.0,0.0,1
855,Michigan State  University,"""Physics""",PhD (F18),Other, Other,26 Feb 2018,3.8,154.0,170.0,4.5,970.0,A,26 Feb 2018,Does anybody know the visitation weekend dates for MSU?,1,0.0,0.0,0
857,The Ohio State University (OSU),Physics,PhD (F18),Accepted, E-mail,26 Feb 2018,3.92,166.0,167.0,4.0,850.0,A,26 Feb 2018,,1,0.0,0.0,1
858,Ohio State Univ. (OSU),"""Physics""",PhD (F18),Accepted, E-mail,26 Feb 2018,3.6,167.0,168.0,4.5,990.0,I,26 Feb 2018,"CME/AMO. No pubs, had a couple of summers of experience in expt. AMO, one summer at LMU, Germany via DAAD-WISE.",0,1.0,0.0,1
861,IIT (Illinois Institute Of Technology),Condensed Matter Physics Experiment,PhD (F18),Rejected, E-mail,2 Feb 2018,3.14,150.0,160.0,3.0,920.0,I,26 Feb 2018,"Applied for PhD, but offered admission to MS with no funding, a kind rejection!",0,0.0,0.0,0
862,University Of Georgia (UGA),Condensed Matter Physics Experiment,PhD (F18),Rejected, E-mail,20 Feb 2018,3.14,150.0,160.0,3.0,920.0,I,26 Feb 2018,"Had been interviewed on Feb 2nd. They said they are worried about visa issuing process in the interview!
Had little computational condensed matter research experience.",0,0.0,1.0,0
863,University Of Kentucky (KU),Condensed Matter Physics Experiment,PhD (F18),Accepted, E-mail,26 Feb 2018,3.14,150.0,160.0,3.0,920.0,I,26 Feb 2018,Tuition waiver and health coverage plus $23000 annual stipend ($17000 TA + $3000 departmental fellowship + $3000 RA in summer). Had little computational condensed matter research experience. I think PGRE score helped a lot.,0,0.0,1.0,1
864,Temple University,Physics,PhD (F18),Accepted, E-mail,26 Feb 2018,3.52,151.0,159.0,3.5,640.0,A,26 Feb 2018,,1,0.0,0.0,1
865,à¸µUniversity Of Maryland - College Park (UMD),Physics,PhD (F18),Rejected, E-mail,15 Feb 2018,3.56,157.0,158.0,4.0,660.0,A,26 Feb 2018,3 Research Projects. 0 Publications. Assumed strong LOR,1,1.0,1.0,0
866,Massachusetts Institute Of Technology,Physics,PhD (F18),Rejected, Website,13 Feb 2018,3.56,157.0,158.0,4.0,660.0,A,26 Feb 2018,3 Research Projects. 0 Publications. Assumed strong LOR,1,1.0,1.0,0
867,Â Â University Of South Florida,"""Physics""",PhD (F18),Accepted, E-mail,22 Feb 2018,3.52,151.0,159.0,3.5,640.0,A,26 Feb 2018,,1,0.0,0.0,1
868,Stevens Institute Of Technology,Physics,PhD (F18),Accepted, E-mail,29 Jan 2018,3.56,157.0,158.0,4.0,660.0,A,26 Feb 2018,Email to check application status. Financial aid email to come.,1,0.0,0.0,1
869,Rensselear Polytechnic Institute (RPI),Computational Physics,PhD (F18),Accepted, E-mail,22 Feb 2018,3.56,157.0,158.0,4.0,660.0,A,26 Feb 2018,Received fee waiver. Email to check application. Financial aid email to follow.,1,0.0,0.0,1
870,Carnagie Mellon University (CMU),Physics,PhD (F18),Accepted, E-mail,25 Feb 2018,3.85,155.0,164.0,3.5,900.0,I,25 Feb 2018,CMT,0,0.0,0.0,1
871,University Of Wisconsin - Madison,Medical Physics,PhD (F18),Accepted, E-mail,23 Feb 2018,3.8,164.0,168.0,4.5,820.0,A,25 Feb 2018,Email from program.,1,0.0,0.0,1
875,UC Berkeley,"""Physics""",PhD (F18),Rejected, E-mail,23 Feb 2018,3.9,159.0,170.0,5.0,930.0,A,24 Feb 2018,"hep-th. Screw it, let's all just go into finance",1,0.0,0.0,0
877,"UCSD (University Of California, San Diego)","""Physics""",PhD (F18),Accepted, E-mail,16 Feb 2018,3.6,167.0,168.0,4.5,990.0,I,24 Feb 2018,"CME/AMO. Received unofficial accept on 31 Jan. Couple of summers experience in AMO. One summer at LMU, Munich. No pubs, physics major from India.",0,1.0,0.0,1
878,"University Of California, Berekeley",Physics,PhD (F18),Rejected, E-mail,24 Feb 2018,3.65,170.0,168.0,5.0,810.0,A,24 Feb 2018,"CMT/Quantum Info theory.  Three years research experience, three strong LoR, one first author publication on arXiv.  Berkeley was by far my top choice, and even though I kinda expected this given how the rest of my application cycle has gone, this stung.  Oh well.",1,1.0,1.0,0
879,UC Berkeley,"""Physics""",PhD (F18),Rejected, Website,24 Feb 2018,3.73,153.0,170.0,4.0,970.0,I,24 Feb 2018,"Quantum info., 3.5 years research, 2 publications",0,1.0,1.0,0
880,Stanford University,"""Physics""",PhD (F18),Rejected, Website,24 Feb 2018,3.73,153.0,170.0,4.0,970.0,I,24 Feb 2018,"Quantum info., 3.5 years research, 2 publications",0,1.0,1.0,0
881,UC Berkeley,Physics,PhD (F18),Rejected, E-mail,23 Feb 2018,4.0,166.0,164.0,4.5,890.0,A,24 Feb 2018,"email to check website. applied for hep-th, one publication + one in prep.",1,1.0,0.0,0
882,UC Berekely,"""Physics""",PhD (F18),Rejected, E-mail,24 Feb 2018,3.7,163.0,170.0,4.0,990.0,I,24 Feb 2018,CME. Email to check website.,0,0.0,0.0,0
883,UC Berkeley,"""Physics""",PhD (F18),Rejected, Website,23 Feb 2018,3.67,163.0,162.0,4.5,690.0,A,24 Feb 2018,"email to check website. 2 years research, no pubs; experimental",1,0.0,1.0,0
885,University Of California Berkeley,Physics,PhD (F18),Accepted, E-mail,24 Feb 2018,4.0,167.0,170.0,4.5,990.0,I,24 Feb 2018,Condensed Matter Theory /Experiment. Email to check website.,0,0.0,0.0,1
887,UC Berkeley,"""Physics""",PhD (F18),Rejected, E-mail,23 Feb 2018,3.9,162.0,170.0,3.5,990.0,U,24 Feb 2018,"fifth reject, haven't got into any school yet :(",0,0.0,0.0,0
888,UC Berkeley,"""Physics""",PhD (F18),Rejected, Website,24 Feb 2018,3.94,167.0,170.0,5.0,970.0,U,24 Feb 2018,Sadly won't turn into an antifa supersoldier :(,0,0.0,0.0,0
889,UC Berkeley (UCB),"""Physics""",PhD (F18),Rejected, E-mail,24 Feb 2018,3.99,157.0,169.0,4.0,810.0,A,24 Feb 2018,AMO,1,0.0,0.0,0
890,University Of California Riverside (UCR),Physics,PhD (F18),Accepted, E-mail,22 Feb 2018,3.35,162.0,167.0,4.0,720.0,A,24 Feb 2018,"Condensed Matter. Didn't expect this at all.
",1,0.0,0.0,1
891,University Of Oklahoma - Norman,Physics And Astronomy,PhD (F18),Accepted, E-mail,23 Feb 2018,3.3,165.0,162.0,4.0,640.0,A,23 Feb 2018,first acceptance! yay :D,1,0.0,0.0,1
892,Stanford University,"""Physics""",PhD (F18),Rejected, E-mail,23 Feb 2018,3.99,157.0,169.0,4.0,810.0,A,23 Feb 2018,AMO. Expected. Still hurts.,1,0.0,0.0,0
895,"GSAS, Harvard University","""Physics""",PhD (F18),Rejected, Website,21 Feb 2018,3.67,163.0,162.0,4.5,690.0,A,23 Feb 2018,Not very surprised but it was worth a shot maybe.. 2 year research no publications; exp,1,0.0,1.0,0
896,Stanford,Physics,PhD (F18),Rejected, E-mail,23 Feb 2018,3.83,164.0,167.0,4.5,810.0,A,23 Feb 2018,"Top 50 undergrad, 2 years AMO research, 1 conference talk, no papers.",1,0.0,1.0,0
899,Stanford,"""Physics""",PhD (F18),Rejected, E-mail,23 Feb 2018,3.97,159.0,157.0,4.0,970.0,U,23 Feb 2018,,0,0.0,0.0,0
900,Stanford University,Physics,PhD (F18),Rejected, E-mail,23 Feb 2018,3.88,165.0,167.0,4.5,880.0,A,23 Feb 2018,AMO exp,1,0.0,0.0,0
902,Stanford,"""Physics""",PhD (F18),Rejected, E-mail,23 Feb 2018,3.9,159.0,170.0,5.0,930.0,A,23 Feb 2018,"Fourth rejection so far. Three years of research, one pending publication, study abroad, and teaching experience. MIT undergrad.",1,1.0,1.0,0
904,Stanford Technical Institute,Physics,PhD (F18),Rejected, E-mail,23 Feb 2018,3.6,169.0,168.0,5.0,990.0,A,23 Feb 2018,"CMT. 4 years research. One arxiv CMT, one submitted biophysics. :(",1,0.0,1.0,0
905,Stanford University,"""Physics""",PhD (F18),Rejected, E-mail,23 Feb 2018,3.95,166.0,170.0,4.0,950.0,A,23 Feb 2018,The email went to my spam folder,1,0.0,0.0,0
906,Stanford University,Physics,PhD (F18),Rejected, E-mail,23 Feb 2018,3.65,170.0,168.0,5.0,810.0,A,23 Feb 2018,"CMT/Quantum information theory.  3 years research, 3 strong LoR, 1 first author paper under review.  Very nice email saying ""we were tremendously impressed by your accomplishments and future plans,"" which might be something they tell everyone but was at least polite.  Sigh.",1,1.0,1.0,0
907,Stanford,Physics,PhD (F18),Rejected, E-mail,23 Feb 2018,3.95,158.0,168.0,4.5,900.0,I,23 Feb 2018,"Not surprised, but still a bit dissapointed",0,0.0,0.0,0
911,Stanford University,"""Physics""",PhD (F18),Accepted, E-mail,22 Feb 2018,3.9,161.0,160.0,4.5,820.0,I,23 Feb 2018,"Was not expecting this at all. No funding info yet. 20+ months of research experience in physics, engineering, and statistics. 4 strong LORs.",0,0.0,1.0,1
912,UC Riverside (UCR),"""Physics""",PhD (F18),Accepted, E-mail,23 Feb 2018,3.71,144.0,163.0,3.5,830.0,I,23 Feb 2018,,0,0.0,0.0,1
913,University Of South Florida,Physics,PhD (F18),Accepted, E-mail,23 Feb 2018,3.52,146.0,149.0,4.5,570.0,A,23 Feb 2018,"3rd acceptance! Have an MS in physics (3.67 GPA), two publications in the works, multiple conference presentations.",1,1.0,0.0,1
914,Cornell  University,Applied And Engineering Physics,PhD (F18),Accepted, E-mail,23 Feb 2018,3.31,151.0,168.0,4.0,920.0,I,23 Feb 2018,"*Too excited that I made a typo below.
1st year full-tuition *TA* with 26k stipend (9 months) and 3k insurance; BSc in math with mediocre GPA and minor in physics; MSc in physics with GPA 3.83 (Dean's list); TOEFL 105 (S23); 1 first-author publication on top optics journal; 4 coauthorship on various top journals; 3 conference first author (1 best paper award); working in home country national lab; No interview, but contacted one professor in the physics department (pure physics program though, lol) in April 2017.",0,1.0,0.0,1
915,UC Berkeley,Physics,PhD (F18),Accepted, E-mail,23 Feb 2018,4.0,161.0,168.0,5.0,870.0,A,23 Feb 2018,"Three papers, Goldwater scholar, did not speak with faculty before applying.",1,1.0,0.0,1
916,Cornell  University,Applied And Engineering Physics,PhD (F18),Accepted, E-mail,23 Feb 2018,3.31,151.0,168.0,4.0,920.0,I,23 Feb 2018,"1st year full-tuition RA with 26k stipend (9 months) and 3k insurance
BSc in math with mediocre GPA and minor in physics; MSc in physics with GPA 3.83 (Dean's list); TOEFL 105;
1 first-author publication on top optics journal;
4 coauthorship on various top journals;
3 conference first author (1 best paper award);
working in home country national lab;
No interview, but contacted one professor in the physics department (pure physics program though, lol) in April 2017;
",0,1.0,0.0,1
917,Stanford University,"""Physics""",PhD (F18),Accepted, E-mail,22 Feb 2018,4.0,165.0,170.0,4.0,990.0,U,23 Feb 2018,Finally heard back...,0,0.0,0.0,1
919,Louisiana State University (LSU),"""Physics""",PhD (F18),Accepted, E-mail,17 Feb 2018,3.34,161.0,160.0,5.0,580.0,A,22 Feb 2018,"First acceptance! 2 years research, no publications, accepted observation time at Gemini, good letters. Applied to Gravitational Wave group",1,0.0,1.0,1
924,The University Of Colorado - Boulder,"""Physics""",PhD (F18),Accepted, Website,18 Feb 2018,3.84,162.0,169.0,3.5,940.0,I,22 Feb 2018,,0,0.0,0.0,1
926,Duke University,"""Physics""",PhD (F18),Wait listed, E-mail,21 Feb 2018,3.9,153.0,170.0,4.0,970.0,U,21 Feb 2018,"I'm Duke's undergrad, don't understand this",0,0.0,0.0,0
928,Berkeley,Physics,PhD (F18),Accepted, E-mail,21 Feb 2018,3.6,169.0,168.0,5.0,990.0,A,21 Feb 2018,"CMT. 4 years research. One arxiv CMT, one submitted biophysics. :)",1,0.0,1.0,1
929,State University New York (SUNY) Stony Brook,"""Physics""",PhD (F18),Rejected, E-mail,21 Feb 2018,3.47,157.0,166.0,4.0,860.0,U,21 Feb 2018,"Rejected by PhD program, accepted into MSc program with no funding.",0,0.0,0.0,0
930,Community College Of Cambridge: Harvard,"""Physics""",PhD (F18),Rejected, E-mail,21 Feb 2018,3.85,170.0,166.0,2.0,940.0,A,21 Feb 2018,harvard's faculty of postmodern neo-marxists will not allow a real intellectual like myself to infiltrate their department. the insidious tendrils of capital penetrate all institutions.,1,0.0,0.0,0
931,State University New York (SUNY) Stony Brook,Physics,PhD (F18),Rejected, E-mail,21 Feb 2018,3.8,170.0,168.0,3.5,950.0,A,21 Feb 2018,Received the very prestigious opportunity to give Stony Brook thousands of dollars without even costing them a PhD,1,0.0,0.0,0
933,(SUNY) Stony Brook,"""Physics""",PhD (F18),Rejected, E-mail,21 Feb 2018,3.32,157.0,170.0,4.0,960.0,I,21 Feb 2018,"accepted for Masters program. 1 publication in A&A, 2 good reccos, though not good enough for PhD apparently. first thing I got after 4 rejections, so atleast I have an option now. relieved",0,1.0,0.0,0
934,(SUNY) Stony Brook,"""Physics""",PhD (F18),Rejected, E-mail,21 Feb 2018,3.47,152.0,165.0,4.0,660.0,I,21 Feb 2018,Accepted for Master Program in Physics,0,0.0,0.0,0
935,Harvard (Graduate School Of Arts And Sciences),"""Physics""",PhD (F18),Rejected, E-mail,21 Feb 2018,4.0,160.0,160.0,4.0,860.0,A,21 Feb 2018,Dropped me faster than a hobo on a ham sandwich.,1,0.0,0.0,0
